name;manufacturer;address_manufacturer;num_order;date_resolution;organization;address_organization;type;class;manufacture_place;trial_organization;trial_address;status
Система компрессорная ингаляционная InnoSpire;'Респироникс Респиратори Драг Деливери (ЮК) Лтд.';, Великобритания, Respironics Respiratory Drug Delivery (UK) Ltd., Chichester Business Park, City Fields Way, Tangmere, Chichester, West Sussex PO20 2FT, UK, Великобритания;1017/2016;27.10.2016;ООО 'ФИЛИПС';123022, Россия, Москва, ул. Сергея Макеева, д. 13;213220;2а;"1. Respironics Medical Products (Shenzhen) Co., Ltd., Block 6-7, 2nd Industrial Region, Tang Xia Yong Village, Song Gang Town, Bao An District, 518105 Shenzhen, China. 
2. GW Plastics (Dongguan) Ltd., Building B2 in Anli High Tech Park, Zhen'an Shangsha Road, Chang'an Town, Dongguan City, 523860, Guangdong Province, P.R. China.
3. Providence Enterprise Limited, No. 5-4 NeiHuan Road, Shanxia Village, Pinghu, Shenzhen, P.R. China";;;2016-12-07 Завершено
Кольпоскоп оптический ALScope с принадлежностями;ЗАО 'Биомедицинос техника';, Литва, UAB 'Biomedicinos technika', Naugarduko 68 В, Vilnius, LT-03203, Lithuania, Литва;1015/2016;27.10.2016;ООО 'Сономедика';141408, Россия, Московская область, г. Химки, Ленинградское шоссе, владение 5, пом. 3;248430;2а;UAB 'Biomedicinos technika', Naugarduko 68 В, Vilnius, LT-03203, Lithuania;;;2016-11-30 Завершено
Система Freedom для электростимуляции спинного мозга, с принадлежностями;'Стимвейв Технолоджис, Инк.';, США, Stimwave Technologies, Inc., 901 East Las Olas Boulevard, Suite 201, Fort Lauderdale, FL 33301, USA, США;1016/2016;27.10.2016;ООО 'МК Айрис';690014, Россия, Приморский край, г. Владивосток, пр-кт Красного Знамени, д. 91;119500;3;Stimwave Technologies, Inc., 901 East Las Olas Boulevard, Suite 201, Fort Lauderdale FL 33301, USA;;;2017-03-24 Завершено
Контейнер стерильный для сбора биоматериалов;ОДО 'Полиэфир';222140, Республика Беларусь, г. Минск, ул. Притыцкого, д. 62, административно-производственное здание, литер А4/КП, ком. 147, Республика Беларусь;1014/2016;27.10.2016;ООО 'РЕЗУЛЬТАТ-АУДИТ';127572, Россия, Москва, ул. Абрамцевская, д. 14А;259780;2а;ОДО 'Полиэфир', Республика Беларусь, 222160, Минская область, Смолевичский район, промышленная зона 'Заречье', ул. Фрунзе, д. 35;;;2017-02-14 Завершено
Набор реагентов для определения активности &#945,-амилазы в сыворотке, плазме крови и моче (Амилаза-Ново) по ТУ 9398-576-23548172-2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, зона научно-производственная, корпус 36, комната 211, Россия;1012/2016;27.10.2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, зона научно-производственная, корпус 36, комната 211;204430;2а;"1. АО 'Вектор-Бест', Россия, 630559, Новосибирская область, р. п. Кольцово, зона научно-производственная, корпус 36.
2. АО 'Вектор-Бест', Россия, 630117, г. Новосибирск, ул. Пасечная, д. 3.";;;2017-03-22 Завершено
Аппарат рентгеновский цифровой мобильный Mobilett Mira Max с принадлежностями;'Сименс АГ';, Германия, Дальнее зарубежье, Siemens AG, Wittelsbacherplatz 2, DE-80333 M&#252,nchen, Germany, Германия;1013/2016;27.10.2016;ООО 'Сименс';115184, Россия, Москва, ул. Большая Татарская, д. 9;208940;2б;Siemens Healthcare S.L.,  Avenida Leonardo da Vinci 15, 28906, Getafe (Madrid), Spain;;;2016-12-28 Завершено
Презервативы из натурального латекса торговой марки 'VIVA' исполнения: Классические, Ультратонкие, Ребристые, Точечные, Цветные ароматизированные;'Рихтер Рабба Технолоджи Сдн. Бхд.';, Малайзия, Richter Rubber Technology Sdn. Bhd., Plot 209 & 214, Kuala Ketil Industrial Estate, 09300 Kuala Ketil, Kedah, Malaysia, Малайзия;1020/2016;27.10.2016;ООО 'БОЛЕАР';115230, Россия, г. Москва, Каширское шоссе, д. 12, стр. 1;136390;2б;Richter Rubber Technology Sdn. Bhd., Plot 209 & 214, Kuala Ketil Industrial Estate, 09300 Kuala Ketil, Kedah, Malaysia;;;2017-02-07 Завершено
Набор реагентов для определения концентрации кальция в сыворотке, плазме крови и моче (Кальций-ОКФ-Ново) по ТУ 9398-533-23548172-2015;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36, комн. 211, Россия;1019/2016;27.10.2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36, комн. 211;202520;2а;"1. АО 'Вектор-Бест', Россия, 630559, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36.
2. АО 'Вектор-Бест', 630117, Россия, г. Новосибирск, ул. Пасечная, д. 3.";;;2017-03-22 Завершено
Аппарат искусственной вентиляции легких неонатально-педиатрический 'Прана' по ТУ 9444-051-07618878-2016;ПАО  'Красногвардеец';197376, Россия, г. Санкт-Петербург, ул. Инструментальная, д. 3, Россия;1021/2016;27.10.2016;ПАО  'Красногвардеец';197376, Россия, г. Санкт-Петербург, ул. Инструментальная, д. 3;232880;2а;ПАО 'Красногвардеец', 197376, Россия, Санкт-Петербург, ул. Инструментальная, д. 3, лит. В, К;;;2017-06-26 Завершено
Электрокардиограф 'МИОКАРД-ПК' по ТУ 9441-041-25692097-2016;ООО 'НИМП ЕСН';607185, Россия, Нижегородская область, г. Саров, ул. Лесная, д.17, Россия;1024/2016;27.10.2016;ООО 'НИМП ЕСН';607185, Россия, Нижегородская область, г. Саров, ул. Лесная, д.17;269170;2б;ООО 'НИМП ЕСН', 607185, Россия, Нижегородская область, г. Саров, Южное шоссе, д. 12, стр. 1, пом. ПЗ;;;2017-03-31 Завершено
Автоматизированная система переработки крови Reveos;'Терумо БСТ, Инк.';, США, Terumo BCT, Inc., 10811 W. Collins Ave., Lakewood, Colorado, 80215, USA, США;1022/2016;27.10.2016;ООО 'Терумо Рус';123317, Россия, Москва, ул. Тестовская, д. 10;328060;2а;Terumo BCT, Inc., 10811 W. Collins Ave., Lakewood, Colorado, 80215, USA;;;2016-12-15 Завершено
Аппарат рентгенографический цифровой Brivo XR575 с принадлежностями;'ДжиИ Хуалун Медикал Системз Ко., Лтд.';, Китай, GE Hualun Medical Systems Co., Ltd., No. 1, Yong Chang North Road, Beijing Economic Technological Development Zone, Beijing, 100176, China, Китай;1023/2016;27.10.2016;ООО 'ДжиИ Хэлскеа';123317, Россия, Москва, Пресненская набережная, д. 10;191220;2б;GE Hualun Medical Systems Co., Ltd., No. 1, Yong Chang North Road, Beijing Economic Technological Development Zone, Beijing, 100176, China;;;2016-12-07 Завершено
Программное обеспечение MIM 6 для управления медицинскими изображениями и информацией;'МИМ Софтвер Инк.';, США, MIM Software Inc., 25800 Science Park Drive, Suite 180, Cleveland, OH, 44122, USA, США;1026/2016;27.10.2016;ООО 'Медвайо-Урал';620014, Россия, Свердловская область, г. Екатеринбург, ул. Антона Валека д. 13 офис 521;240270;2а;MIM Software Inc., 25800 Science Park Drive, Suite 180, Cleveland, OH, 44122, USA;;;2016-12-28 Завершено
Раствор гиалуроновой кислоты «idune» для внутридермальных введений;'Компания Лаборатуар Женевриер С.А.';, Франция, Laboratoires Genevrier S.A., 280 rue de Goa Parc de Sophia-Antipolis - Les 3 Moulins 06600 Antibes, France, Франция;1025/2016;27.10.2016;ООО 'Скин Технолоджи';121099, Россия, г. Москва, Шубинский переулок, дом 6, строение 1, помещение № 1, 1-й этаж;122090;3;Laboratoires Genevrier S.A., 280 rue de Goa - B.P.47, 06901 Sophia Antipolis Cedex, France;;;2016-12-26 Завершено
Устройство для имплантации интраокулярной линзы «Ультрасерт»/UltraSert в комплекте с интраокулярной линзой AcrySof IQ AU00T0;'Алкон Лабораториз, Инк.';, США, Alcon Laboratories, Inc., 6201 South Freeway, Fort Worth, TX 76134-2099, USA, США;1027/2016;27.10.2016;ООО 'Алкон Фармацевтика';125315, Россия, г. Москва, Ленинградский проспект, д. 72, корп. 3;161200;2б;"1. Alcon Laboratories, Inc., 6201 South Freeway, Fort Worth, TX 76134-2099, USA.
2. Alcon Research Ltd., 6065 Kyle Lane, Huntington, WV 25702, USA";;;2016-12-09 Завершено
